UKPRN,HE provider,Country of HE provider,Academic Year,Region of HE provider,Days ratio of total net assets to total expenditure,Days ratio of total net assets to total expenditure excl. pension adjustment,Debt service ratio,External borrowing as a % of total income,General funds as a % of total income,Net cash inflow from operating activities as a % of total income,Net liquidity days,Net liquidity days excl. pension adjustment,Premises costs as a % of total costs,Premises costs as a % of total costs excl. pension adjustment,Ratio of current assets to current liabilities,Staff costs as a % of total income,Staff costs excl. pension adjustment as a % of total income,Surplus/(deficit) as a % of total income,Surplus/(deficit) excl. pension adjustment as a % of total income,Unrestricted reserves as a % of total income
10001478,"City St George's, University of London",England,2017/18,London,472.0,,,0.25,,0.109,189.0,,0.087,,2.4,0.557,,0.052000000000000005,,1.162
10001478,"City St George's, University of London",England,2018/19,London,334.0,398.0,,0.247,,0.098,117.0,141.0,0.065,0.077,1.9,0.753,0.569,-0.145,0.038,0.985
10001478,"City St George's, University of London",England,2019/20,London,433.0,388.0,,0.246,,0.068,128.0,114.0,0.064,0.057,1.7,0.527,0.631,0.109,0.005,0.995
10001478,"City St George's, University of London",England,2020/21,London,364.0,372.0,12.9,0.245,,0.091,123.0,126.0,0.092,0.094,1.7,0.634,0.609,-0.025,0.0,0.948
10001478,"City St George's, University of London",England,2021/22,London,298.0,372.0,3.6,0.23,,0.023,102.0,130.0,0.076,0.094,2.1,0.85,0.601,-0.252,-0.003,0.947
10001478,"City St George's, University of London",England,2022/23,London,402.0,387.0,2.8,0.218,,0.017,87.0,83.0,0.118,0.113,1.5,0.556,0.596,0.016,-0.024,1.013
10001478,"City St George's, University of London",England,2023/24,London,630.0,457.0,5.2,0.2,,0.03,74.0,53.0,0.131,0.095,1.2,0.317,0.594,0.266,-0.011,1.195
10001546,The College of Integrated Chinese Medicine,England,2019/20,South East,210.0,210.0,,0.235,,0.032,108.0,108.0,0.046,0.046,1.0,0.362,0.362,0.079,0.079,0.53
10001546,The College of Integrated Chinese Medicine,England,2020/21,South East,204.0,204.0,2.2,0.214,,0.062,114.0,114.0,0.055,0.055,1.0,0.365,0.365,0.024,0.024,0.545
10001546,The College of Integrated Chinese Medicine,England,2021/22,South East,230.0,230.0,1.9,0.106,,0.154,129.0,129.0,0.054000000000000006,0.054000000000000006,1.0,0.326,0.326,0.117,0.117,0.557
10001546,The College of Integrated Chinese Medicine,England,2022/23,South East,225.0,225.0,0.8,0.028,,0.061,109.0,109.0,0.05,0.05,1.0,0.35100000000000003,0.35100000000000003,0.053,0.053,0.583
10001546,The College of Integrated Chinese Medicine,England,2023/24,South East,225.0,225.0,1.6,0.0,,0.048,115.0,115.0,0.037000000000000005,0.037000000000000005,1.0,0.394,0.394,0.008,0.008,0.611
10001546,The College of Integrated Chinese Medicine,England,2024/25,South East,207.0,207.0,0.0,0.0,,-0.035,103.0,103.0,0.053,0.053,0.9,0.383,0.383,-0.053,-0.053,0.597
10001653,Conservatoire for Dance and Drama,England,2015/16,London,13.0,,,0.005,0.0,-0.039,14.0,,0.017,,7.8,0.023,,0.003,,0.036000000000000004
10001653,Conservatoire for Dance and Drama,England,2016/17,London,13.0,,,0.008,,0.004,15.0,,0.023,,5.1,0.025,,-0.001,,0.032
10001653,Conservatoire for Dance and Drama,England,2017/18,London,12.0,,,0.005,,-0.006,12.0,,0.168,,7.3,0.023,,-0.001,,0.029
10001653,Conservatoire for Dance and Drama,England,2018/19,London,14.0,14.0,,0.0,,0.036000000000000004,25.0,25.0,0.003,0.003,2.1,0.021,0.021,0.008,0.008,0.033
10001653,Conservatoire for Dance and Drama,England,2019/20,London,41.0,41.0,,0.0,,0.004,42.0,42.0,0.0,0.0,13.1,0.039,0.039,0.049,0.049,0.106
10001653,Conservatoire for Dance and Drama,England,2020/21,London,28.0,28.0,0.0,0.0,,-0.037000000000000005,31.0,31.0,0.0,0.0,6.8,0.044,0.044,-0.022,-0.022,0.079
10001726,Coventry University,England,2015/16,West Midlands,332.0,,,0.6459999999999999,0.0,0.09,407.0,,0.058,,4.0,0.48,,0.092,,0.792
10001726,Coventry University,England,2016/17,West Midlands,355.0,,,0.596,,0.129,306.0,,0.054000000000000006,,3.1,0.514,,0.048,,0.8959999999999999
10001726,Coventry University,England,2017/18,West Midlands,336.0,,,0.53,,0.188,253.0,,0.058,,2.6,0.498,,0.049,,0.847
10001726,Coventry University,England,2018/19,West Midlands,306.0,307.0,,0.639,,0.132,170.0,170.0,0.058,0.058,2.0,0.51,0.51,0.033,0.033,0.787
10001726,Coventry University,England,2019/20,West Midlands,236.0,236.0,,0.593,,0.116,176.0,175.0,0.07400000000000001,0.07400000000000001,2.4,0.51,0.512,0.015,0.013,0.615
10001726,Coventry University,England,2020/21,West Midlands,220.0,227.0,6.4,0.575,,0.21600000000000005,223.0,231.0,0.048,0.049,2.3,0.509,0.479,0.005,0.035,0.578
10001726,Coventry University,England,2021/22,West Midlands,314.0,323.0,2.4,0.551,,0.07400000000000001,137.0,141.0,0.048,0.049,1.5,0.52,0.489,-0.07200000000000001,-0.041,0.899
10001726,Coventry University,England,2022/23,West Midlands,345.0,348.0,2.8,0.481,,0.085,126.0,127.0,0.059,0.06,1.3,0.488,0.48,-0.012,-0.005,0.938
10001726,Coventry University,England,2023/24,West Midlands,303.0,301.0,-2.7,0.5579999999999999,,-0.095,80.0,79.0,0.07200000000000001,0.07200000000000001,1.1,0.564,0.574,-0.156,-0.166,0.938
10001883,De Montfort University,England,2015/16,East Midlands,216.0,,,0.477,0.0,0.181,165.0,,0.045,,2.3,0.528,,0.073,,0.541
10001883,De Montfort University,England,2016/17,East Midlands,267.0,,,0.423,,0.17600000000000002,142.0,,0.057,,2.2,0.518,,0.068,,0.6709999999999999
10001883,De Montfort University,England,2017/18,East Midlands,319.0,,,0.386,,0.17800000000000002,147.0,,0.05,,2.2,0.524,,0.049,,0.823
10001883,De Montfort University,England,2018/19,East Midlands,280.0,291.0,,0.3670000000000001,,0.172,181.0,188.0,0.042,0.044,2.5,0.522,0.489,0.059,0.092,0.7140000000000001
10001883,De Montfort University,England,2019/20,East Midlands,216.0,219.0,,0.355,,0.14300000000000002,205.0,208.0,0.037000000000000005,0.038,3.1,0.542,0.529,0.059,0.07200000000000001,0.5479999999999999
10001883,De Montfort University,England,2020/21,East Midlands,187.0,193.0,7.6,0.384,,0.157,195.0,202.0,0.033,0.034,2.4,0.639,0.607,-0.023,0.008,0.512
10001883,De Montfort University,England,2021/22,East Midlands,438.0,464.0,6.0,0.37,,0.12,206.0,219.0,0.03,0.032,2.3,0.644,0.5870000000000001,-0.035,0.023,1.23
10001883,De Montfort University,England,2022/23,East Midlands,485.0,483.0,9.8,0.338,,0.17800000000000002,278.0,277.0,0.038,0.037000000000000005,2.6,0.535,0.5379999999999999,0.086,0.08199999999999999,1.204
10001883,De Montfort University,England,2023/24,East Midlands,479.0,468.0,1.3,0.345,,0.024,258.0,251.0,0.046,0.045,2.8,0.541,0.565,0.031,0.008,1.261
10002011,Bird College,England,2022/23,London,67.0,67.0,0.0,0.0,,0.058,28.0,28.0,0.13699999999999998,0.13699999999999998,0.9,0.67,0.67,0.019,0.019,0.179
10002011,Bird College,England,2023/24,London,63.0,63.0,0.0,0.002,,0.091,55.0,55.0,0.136,0.136,1.0,0.684,0.684,0.004,0.004,0.171
10002313,ESCP Europe Business School,England,2019/20,London,6.0,7.0,,0.021,,0.043,41.0,43.0,0.113,0.119,1.4,0.5529999999999999,0.503,0.001,0.051,0.018000000000000002
10002313,ESCP Europe Business School,England,2020/21,London,45.0,46.0,25.7,0.017,,0.111,76.0,77.0,0.129,0.131,1.6,0.545,0.532,0.095,0.107,0.112
10002313,ESCP Europe Business School,England,2021/22,London,-15.0,-18.0,29.8,0.011,,0.126,82.0,101.0,0.106,0.131,1.8,0.7290000000000001,0.516,-0.14800000000000002,0.065,-0.047
10002313,ESCP Europe Business School,England,2022/23,London,-62.0,-60.0,12.7,0.008,,0.052000000000000005,98.0,95.0,0.11,0.106,1.1,0.64,0.6759999999999999,-0.14400000000000002,-0.181,-0.194
10002313,ESCP Europe Business School,England,2023/24,London,16.0,13.0,-6.0,0.083,,-0.033,75.0,57.0,0.17600000000000002,0.134,0.8,0.34600000000000003,0.598,0.194,-0.057,0.036000000000000004
10002313,ESCP Europe Business School,England,2024/25,London,3.0,3.0,5.5,0.11,,0.098,50.0,50.0,0.13,0.13,0.6,0.5529999999999999,0.5529999999999999,-0.021,-0.021,0.009000000000000001
10002344,European School of Osteopathy,England,2019/20,South East,378.0,378.0,,0.062,,0.096,40.0,40.0,0.07,0.07,2.1,0.562,0.562,0.054000000000000006,0.054000000000000006,0.981
10002344,European School of Osteopathy,England,2020/21,South East,388.0,388.0,-2.0,0.046,,-0.036000000000000004,13.0,13.0,0.055,0.055,1.9,0.613,0.613,-0.003,-0.003,1.067
10002681,Glasgow School of Art,Scotland,2015/16,Scotland,525.0,,,0.165,0.118,0.556,407.0,,0.177,,4.1,0.268,,0.466,,0.693
10002681,Glasgow School of Art,Scotland,2016/17,Scotland,580.0,,,0.18600000000000005,,0.018000000000000002,346.0,,0.159,,3.5,0.517,,0.022,,1.257
10002681,Glasgow School of Art,Scotland,2017/18,Scotland,239.0,,,0.058,,0.022,134.0,,0.053,,2.6,0.569,,-0.6509999999999999,,0.733
10002681,Glasgow School of Art,Scotland,2018/19,Scotland,260.0,269.0,,0.037000000000000005,,0.018000000000000002,128.0,133.0,0.056,0.058,3.0,0.508,0.471,-0.043,-0.006,0.481
10002681,Glasgow School of Art,Scotland,2019/20,Scotland,269.0,276.0,,0.029,,0.135,195.0,200.0,0.084,0.087,4.6,0.453,0.431,0.124,0.146,0.408
10002681,Glasgow School of Art,Scotland,2020/21,Scotland,270.0,285.0,-3.6,0.279,,-0.043,258.0,274.0,0.09,0.096,3.7,0.69,0.624,-0.217,-0.151,0.544
10002681,Glasgow School of Art,Scotland,2021/22,Scotland,546.0,588.0,0.0,0.225,,-0.001,197.0,214.0,0.08900000000000001,0.095,3.7,0.627,0.556,0.014,0.085,1.158
10002681,Glasgow School of Art,Scotland,2022/23,Scotland,647.0,653.0,13.9,0.198,,0.192,161.0,162.0,0.102,0.103,2.5,0.589,0.58,0.051,0.06,1.3869999999999998
10002681,Glasgow School of Art,Scotland,2023/24,Scotland,463.0,462.0,8.7,0.182,,0.118,72.0,72.0,0.097,0.097,1.0,0.614,0.618,-0.006999999999999999,-0.011,0.975
10002718,Goldsmiths College,England,2015/16,London,297.0,,,0.227,0.0,0.041,130.0,,0.068,,1.9,0.607,,-0.004,,0.7879999999999999
10002718,Goldsmiths College,England,2016/17,London,278.0,,,0.189,,0.095,102.0,,0.061,,1.5,0.605,,-0.002,,0.735
10002718,Goldsmiths College,England,2017/18,London,268.0,,,0.159,,0.087,83.0,,0.063,,1.4,0.599,,-0.006,,0.713
10002718,Goldsmiths College,England,2018/19,London,148.0,176.0,,0.138,,0.07400000000000001,72.0,86.0,0.054000000000000006,0.064,1.5,0.8079999999999999,0.616,-0.199,-0.006999999999999999,0.46
10002718,Goldsmiths College,England,2019/20,London,139.0,125.0,,0.127,,0.015,68.0,60.0,0.045,0.04,1.2,0.604,0.7170000000000001,-0.001,-0.114,0.268
10002718,Goldsmiths College,England,2020/21,London,101.0,104.0,0.8,0.114,,0.02,58.0,61.0,0.035,0.036000000000000004,1.1,0.715,0.6809999999999999,-0.104,-0.069,0.184
10002718,Goldsmiths College,England,2021/22,London,126.0,157.0,6.2,0.08900000000000001,,0.136,85.0,108.0,0.033,0.042,1.7,0.862,0.615,-0.237,0.009000000000000001,0.317
10002718,Goldsmiths College,England,2022/23,London,225.0,217.0,5.7,0.084,,0.061,116.0,112.0,0.036000000000000004,0.035,2.0,0.57,0.607,0.059,0.022,0.475
10002718,Goldsmiths College,England,2023/24,London,433.0,306.0,4.6,0.081,,0.042,163.0,112.0,0.047,0.033,1.8,0.395,0.698,0.269,-0.035,0.754
10003212,Hult International Business School Ltd,England,2019/20,London,-193.0,-193.0,,0.382,,-0.015,8.0,8.0,0.187,0.187,0.3,0.134,0.134,0.444,0.444,-0.295
10003212,Hult International Business School Ltd,England,2020/21,London,-355.0,-355.0,7.6499999999999995,1.1604999999999999,,0.311,207.0,207.0,0.3135,0.3135,0.8,0.3805,0.3805,0.057999999999999996,0.057999999999999996,-0.9159999999999999
10003212,Hult International Business School Ltd,England,2021/22,London,-256.0,-256.0,0.1,0.823,,0.01,100.0,100.0,0.29600000000000004,0.29600000000000004,0.7,0.429,0.429,0.059,0.059,-0.659
10003212,Hult International Business School Ltd,England,2022/23,London,-204.0,-204.0,2.8,0.6829999999999999,,0.183,113.0,113.0,0.272,0.272,0.8,0.435,0.435,0.048,0.048,-0.532
10003212,Hult International Business School Ltd,England,2023/24,London,-168.0,-168.0,1.6,0.563,,0.153,128.0,128.0,0.248,0.248,0.9,0.452,0.452,0.056,0.056,-0.434
10003239,ICON College of Technology and Management,England,2019/20,London,482.0,482.0,,0.0,,0.328,415.0,415.0,0.205,0.205,13.7,0.157,0.157,0.355,0.355,0.852
10003239,ICON College of Technology and Management,England,2020/21,London,662.0,662.0,2344.0,0.001,,0.292,582.0,582.0,0.196,0.196,4.0,0.14800000000000002,0.14800000000000002,0.388,0.388,1.111
10003239,ICON College of Technology and Management,England,2021/22,London,49.0,49.0,0.0,0.163,,-0.383,76.0,76.0,0.046,0.046,1.3,0.158,0.158,-0.563,-0.563,0.209
10003239,ICON College of Technology and Management,England,2022/23,London,176.0,176.0,0.0,0.183,,-0.034,169.0,169.0,0.17800000000000002,0.17800000000000002,1.7,0.309,0.309,0.16399999999999998,0.16399999999999998,0.402
10003239,ICON College of Technology and Management,England,2023/24,London,176.0,176.0,0.0,0.133,,0.115,184.0,184.0,0.156,0.156,1.7,0.313,0.313,0.085,0.085,0.44
10003239,ICON College of Technology and Management,England,2024/25,London,174.0,174.0,0.0,0.109,,-0.073,142.0,142.0,0.14300000000000002,0.14300000000000002,1.9,0.353,0.353,0.07,0.07,0.444
10003270,"Imperial College of Science, Technology and Medicine",England,2015/16,London,573.0,,,0.307,0.0,0.101,85.0,,0.059,,0.9,0.501,,0.069,,1.277
10003270,"Imperial College of Science, Technology and Medicine",England,2016/17,London,616.0,,,0.5660000000000001,,0.112,149.0,,0.064,,1.2,0.484,,0.083,,1.344
10003270,"Imperial College of Science, Technology and Medicine",England,2017/18,London,624.0,,,0.537,,0.108,130.0,,0.067,,1.1,0.481,,0.086,,1.34
10003270,"Imperial College of Science, Technology and Medicine",England,2018/19,London,509.0,568.0,,0.508,,0.073,102.0,115.0,0.058,0.065,1.1,0.606,0.4970000000000001,-0.052000000000000005,0.057,1.206
10003270,"Imperial College of Science, Technology and Medicine",England,2019/20,London,644.0,600.0,,0.522,,0.087,132.0,122.0,0.068,0.063,1.0,0.482,0.551,0.063,-0.006999999999999999,1.399
10003270,"Imperial College of Science, Technology and Medicine",England,2020/21,London,642.0,645.0,4.3,0.484,,0.126,154.0,155.0,0.068,0.068,1.1,0.55,0.545,0.021,0.025,1.457
10003270,"Imperial College of Science, Technology and Medicine",England,2021/22,London,503.0,572.0,1.9,0.44,,0.047,130.0,150.0,0.063,0.07200000000000001,1.2,0.648,0.518,-0.083,0.048,1.211
10003270,"Imperial College of Science, Technology and Medicine",England,2022/23,London,520.0,520.0,1.9,0.396,,0.045,126.0,126.0,0.101,0.101,1.1,0.509,0.509,0.023,0.023,1.134
10003270,"Imperial College of Science, Technology and Medicine",England,2023/24,London,692.0,564.0,3.1,0.3720000000000001,,0.061,134.0,107.0,0.142,0.116,1.0,0.342,0.526,0.18600000000000005,0.002,1.297
10003284,Inchbald School of Design Limited,England,2020/21,London,272.0,272.0,0.0,0.0,,-0.8859999999999999,144.0,144.0,0.197,0.197,7.6,0.6629999999999999,0.6629999999999999,-0.556,-0.556,1.159
10003284,Inchbald School of Design Limited,England,2021/22,London,193.0,193.0,0.0,0.0,,-0.01,67.0,67.0,0.205,0.205,2.0,0.468,0.468,-0.119,-0.119,0.593
10003284,Inchbald School of Design Limited,England,2022/23,London,187.0,187.0,0.0,0.0,,0.104,101.0,101.0,0.218,0.218,1.5,0.411,0.411,0.005,0.005,0.511
10003284,Inchbald School of Design Limited,England,2023/24,London,193.0,193.0,0.0,0.0,,-0.145,44.0,44.0,0.241,0.241,1.9,0.37,0.37,0.016,0.016,0.519
10003324,The Institute of Cancer Research,England,2015/16,London,788.0,,,0.0,0.0,0.371,279.0,,0.08900000000000001,,5.8,0.376,,0.321,,0.989
10003324,The Institute of Cancer Research,England,2016/17,London,923.0,,,0.0,,0.108,298.0,,0.081,,5.7,0.494,,0.118,,1.561
10003324,The Institute of Cancer Research,England,2017/18,London,1094.0,,,0.0,,0.13699999999999998,274.0,,0.08,,6.9,0.464,,0.184,,1.747
10003324,The Institute of Cancer Research,England,2018/19,London,942.0,1139.0,,0.0,,0.209,259.0,317.0,0.059,0.071,7.7,0.552,0.404,0.14400000000000002,0.292,1.476
10003324,The Institute of Cancer Research,England,2019/20,London,1432.0,1208.0,,0.0,,0.182,312.0,261.0,0.107,0.091,5.6,0.385,0.528,0.229,0.086,2.097
10003324,The Institute of Cancer Research,England,2020/21,London,1327.0,1312.0,0.0,0.0,,0.13,291.0,287.0,0.096,0.095,4.9,0.502,0.511,0.122,0.113,2.282
10003324,The Institute of Cancer Research,England,2021/22,London,1035.0,1293.0,0.0,0.0,,0.109,180.0,228.0,0.07400000000000001,0.093,4.0,0.659,0.457,-0.014,0.188,2.027
10003324,The Institute of Cancer Research,England,2022/23,London,1290.0,1200.0,0.0,0.0,,-0.08,179.0,166.0,0.081,0.075,3.8,0.511,0.583,0.027000000000000003,-0.046,2.4530000000000003
10003324,The Institute of Cancer Research,England,2023/24,London,1707.0,1232.0,0.0,0.0,,-0.172,243.0,170.0,0.133,0.096,4.7,0.299,0.619,0.17,-0.151,2.872
10003331,Regent's University London,England,2018/19,London,160.0,160.0,,0.0,,0.045,44.0,44.0,0.19,0.19,0.9,0.488,0.488,-0.013,-0.013,0.443
10003614,The University of Winchester,England,2015/16,South East,690.0,,,0.818,0.0,0.189,171.0,,0.055,,3.3,0.505,,0.046,,1.804
10003614,The University of Winchester,England,2016/17,South East,712.0,,,0.423,,0.16399999999999998,192.0,,0.041,,4.1,0.518,,0.07,,1.816
10003614,The University of Winchester,England,2017/18,South East,672.0,,,0.511,,0.126,208.0,,0.042,,4.0,0.524,,0.026,,1.794
10003614,The University of Winchester,England,2018/19,South East,590.0,611.0,,0.484,,0.07200000000000001,71.0,74.0,0.044,0.045,1.2,0.5820000000000001,0.547,-0.036000000000000004,-0.001,1.6740000000000002
10003614,The University of Winchester,England,2019/20,South East,545.0,556.0,,0.7120000000000001,,0.136,112.0,114.0,0.032,0.033,2.4,0.5670000000000001,0.5479999999999999,0.018000000000000002,0.037000000000000005,1.466
10003614,The University of Winchester,England,2020/21,South East,600.0,624.0,6.0,0.6709999999999999,,0.202,175.0,182.0,0.037000000000000005,0.038,3.3,0.539,0.503,0.059,0.095,1.546
10003614,The University of Winchester,England,2021/22,South East,682.0,717.0,3.7,0.638,,0.149,191.0,202.0,0.043,0.045,3.5,0.58,0.531,0.001,0.05,1.865
10003614,The University of Winchester,England,2022/23,South East,693.0,694.0,0.6,0.598,,0.043,160.0,160.0,0.071,0.071,3.4,0.59,0.589,-0.04,-0.04,1.975
10003614,The University of Winchester,England,2023/24,South East,714.0,696.0,0.3,0.594,,0.01,157.0,153.0,0.078,0.076,4.0,0.579,0.605,-0.017,-0.042,1.989
10003645,King's College London,England,2015/16,London,459.0,,,0.412,0.0,0.066,167.0,,0.085,,1.7,0.546,,0.032,,0.942
10003645,King's College London,England,2016/17,London,441.0,,,0.387,,0.062,124.0,,0.08,,1.4,0.561,,0.018000000000000002,,0.902
10003645,King's College London,England,2017/18,London,410.0,,,0.355,,0.079,83.0,,0.091,,1.0,0.56,,-0.002,,0.8420000000000001
10003645,King's College London,England,2018/19,London,265.0,313.0,,0.328,,0.02,46.0,55.0,0.083,0.098,0.9,0.753,0.568,-0.208,-0.024,0.5870000000000001
10003645,King's College London,England,2019/20,London,591.0,521.0,,0.305,,0.067,94.0,82.0,0.12,0.106,1.0,0.463,0.584,0.1,-0.021,1.192
10003645,King's College London,England,2020/21,London,563.0,565.0,6.2,0.394,,0.121,152.0,153.0,0.085,0.085,1.3,0.5589999999999999,0.555,0.036000000000000004,0.04,1.181
10003645,King's College London,England,2021/22,London,325.0,410.0,7.0,0.358,,0.118,104.0,132.0,0.059,0.07400000000000001,1.2,0.795,0.5429999999999999,-0.215,0.037000000000000005,0.8170000000000001
10003645,King's College London,England,2022/23,London,438.0,412.0,3.0,0.331,,0.049,132.0,124.0,0.08,0.075,1.3,0.487,0.5429999999999999,0.104,0.049,0.813
10003645,King's College London,England,2023/24,London,646.0,479.0,1.2,0.317,,0.019,134.0,97.0,0.097,0.07200000000000001,1.2,0.32299999999999995,0.583,0.257,-0.002,1.033
10003678,Kingston University,England,2015/16,London,550.0,,,0.413,0.0,0.094,287.0,,0.047,,3.8,0.531,,0.004,,1.491
10003678,Kingston University,England,2016/17,London,559.0,,,0.485,,-0.006,229.0,,0.053,,1.3,0.578,,-0.07,,1.6269999999999998
10003678,Kingston University,England,2017/18,London,612.0,,,0.487,,0.058,178.0,,0.058,,2.5,0.5820000000000001,,-0.066,,1.7719999999999998
10003678,Kingston University,England,2018/19,London,582.0,597.0,,0.467,,0.14400000000000002,135.0,139.0,0.057,0.059,1.9,0.58,0.5539999999999999,-0.036000000000000004,-0.01,1.64
10003678,Kingston University,England,2019/20,London,477.0,484.0,,0.425,,0.218,166.0,169.0,0.076,0.077,2.6,0.561,0.546,-0.003,0.013,1.297
10003678,Kingston University,England,2020/21,London,472.0,492.0,3.5,0.436,,0.16,216.0,226.0,0.081,0.085,2.7,0.629,0.586,-0.059,-0.016,1.357
10003678,Kingston University,England,2021/22,London,634.0,689.0,5.4,0.366,,0.202,227.0,248.0,0.101,0.11,2.2,0.604,0.52,-0.055,0.029,1.822
10003678,Kingston University,England,2022/23,London,635.0,642.0,1.4,0.343,,0.044,214.0,216.0,0.081,0.08199999999999999,2.4,0.555,0.545,-0.008,0.002,1.74
10003678,Kingston University,England,2023/24,London,652.0,646.0,1.6,0.324,,0.051,197.0,195.0,0.064,0.064,2.2,0.524,0.5329999999999999,0.033,0.025,1.713
10003758,LAMDA Limited,England,2018/19,London,717.0,717.0,,0.446,,0.071,43.0,43.0,0.055,0.055,0.9,0.405,0.405,-0.02,-0.02,1.974
10003758,LAMDA Limited,England,2019/20,London,717.0,717.0,,0.5329999999999999,,-0.049,8.0,8.0,0.058,0.058,0.5,0.537,0.537,-0.171,-0.171,2.266
10003758,LAMDA Limited,England,2020/21,London,700.0,700.0,1.2,0.626,,0.047,59.0,59.0,0.058,0.058,0.3,0.461,0.461,-0.098,-0.098,2.066
10003758,LAMDA Limited,England,2021/22,London,628.0,628.0,2.2,0.479,,0.1,72.0,72.0,0.094,0.094,1.2,0.34700000000000003,0.34700000000000003,0.002,0.002,1.6840000000000002
10003758,LAMDA Limited,England,2022/23,London,634.0,634.0,6.2,0.336,,0.325,94.0,94.0,0.064,0.064,1.6,0.329,0.329,0.145,0.145,1.419
10003758,LAMDA Limited,England,2023/24,London,546.0,546.0,3.9,0.276,,0.183,108.0,108.0,0.064,0.064,1.6,0.374,0.374,0.048,0.048,1.386
10003798,Le Cordon Bleu Limited,England,2019/20,London,13.0,13.0,,0.0,,-0.006,197.0,197.0,0.0,0.0,1.0,0.307,0.307,0.021,0.021,-0.062
10003798,Le Cordon Bleu Limited,England,2020/21,London,-61.0,-61.0,-1.3,0.907,,-0.08900000000000001,113.0,113.0,0.043,0.043,0.5,0.441,0.441,-0.329,-0.329,-0.551
10003798,Le Cordon Bleu Limited,England,2021/22,London,-114.0,-114.0,3.6,0.773,,0.145,143.0,143.0,0.047,0.047,0.5,0.361,0.361,-0.199,-0.199,-0.654
10003798,Le Cordon Bleu Limited,England,2022/23,London,-95.0,-95.0,3.7,0.4920000000000001,,0.112,129.0,129.0,0.031,0.031,0.6,0.298,0.298,-0.024,-0.024,-0.446
10003798,Le Cordon Bleu Limited,England,2023/24,London,-89.0,-89.0,-0.2,0.414,,-0.013,84.0,84.0,0.03,0.03,1.6,0.324,0.324,-0.026,-0.026,-0.408
